Province,Country,Date,Confirmed,Deaths,Recovered
Chongqing,China,4/2/20,366,2,9
Jiangsu,China,4/2/20,308,0,12
Sichuan,China,4/2/20,282,1,14
Shandong,China,4/2/20,275,0,11
Beijing,China,4/2/20,228,1,23
Shanghai,China,4/2/20,219,1,12
Fujian,China,4/2/20,194,0,3
Heilongjiang,China,4/2/20,155,2,4
Shaanxi,China,4/2/20,142,0,2
Guangxi,China,4/2/20,139,0,10
Hebei,China,4/2/20,126,1,4
Yunnan,China,4/2/20,122,0,5
Liaoning,China,4/2/20,81,0,2
Shanxi,China,4/2/20,81,0,4
Hainan,China,4/2/20,80,1,5
Tianjin,China,4/2/20,67,0,2
Guizhou,China,4/2/20,58,0,2
Gansu,China,4/2/20,57,0,4
Jilin,China,4/2/20,42,0,1
Inner Mongolia,China,4/2/20,35,0,1
Ningxia,China,4/2/20,34,0,1
Xinjiang,China,4/2/20,29,0,0
,Thailand,4/2/20,25,0,5
,Singapore,4/2/20,24,0,0
,Japan,4/2/20,22,0,1
Hong Kong,Hong Kong,4/2/20,17,1,0
,South Korea,4/2/20,16,0,0
Qinghai,China,4/2/20,15,0,0
,Germany,4/2/20,12,0,0
Taiwan,Taiwan,4/2/20,11,0,0
Macau,Macau,4/2/20,10,0,0
,Malaysia,4/2/20,10,0,0
,Vietnam,4/2/20,8,0,1
